what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334695973630
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334695973810
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334695975585
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.RunLast",1334695976951
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334695977451
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334695979536
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1334695980490
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1334695983812
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334695985685
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1334695988112
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1334695993878
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334696000086
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1334696005252
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1334696008175
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.RunLast",1334696009262
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334696009916
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334696017578
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1334696024895
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1334696048411
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334696050189
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.RunLast",1334696059278
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334696060014
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334696066173
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1334696070627
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334696071788
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334696091055
activated,view,de.fu_berlin.inf.dpp,11.12.9.r3685,"de.fu_berlin.inf.dpp.ui.views.SarosView",1334696093142
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1334696095974
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334696144465
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1334696150529
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334696152441
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.RunLast",1334696153086
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334696153799
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334696154851
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334696158276
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334696158606
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1334696162373
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334696162691
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1334696164501
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334696164936
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.RunLast",1334696165658
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334696166179
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334696171729
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334696178175
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.RunLast",1334696178916
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334696179693
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334696184917
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1334696190187
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334696192164
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334696194606
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334696196865
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.RunLast",1334696198849
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334696199287
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334696204048
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1334696204184
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1334696207015
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334696233958
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.RunLast",1334696235047
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334696236167
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334696243971
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334696249278
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334696252628
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334696271903
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334696279840
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334696305746
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.RunLast",1334696306987
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334696307853
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334696311874
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1334696312780
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334696315608
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.RunLast",1334696316226
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334696316740
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334696319669
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1334696323246
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1334696324546
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334696329870
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334696385535
