what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1334884809233
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1334884811391
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1334884838337
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1334884839905
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334884841125
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.RunLast",1334884842564
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334884843255
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334884876302
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334884904920
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334884914838
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.RunLast",1334884915117
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334884916155
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334884927597
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1334884928781
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334884976184
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334884978014
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.RunLast",1334884980782
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334884980943
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334884981475
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334884982106
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334884993879
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885019260
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885025537
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334885027364
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.RunLast",1334885027983
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885028525
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885035120
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334885044003
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.RunLast",1334885044604
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885045151
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885050337
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334885052406
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334885057110
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.RunLast",1334885057565
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885058087
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885063707
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334885064787
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.RunLast",1334885065271
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885065748
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885073454
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334885075141
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.RunLast",1334885075810
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885076273
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885084731
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885105385
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885112772
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334885115529
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334885130669
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334885136374
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.RunLast",1334885136913
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885137463
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885142155
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334885147877
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334885151718
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.RunLast",1334885152475
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885152948
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885172333
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1334885173667
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334885175673
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.RunLast",1334885176361
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885177155
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885189203
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334885206854
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334885235145
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334885241825
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.RunLast",1334885242576
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885243196
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885252049
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1334885259262
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1334885259899
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1334885284314
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334885293393
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.RunLast",1334885293847
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885294291
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885298011
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334885301545
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.RunLast",1334885302150
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885302680
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885318601
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1334885322395
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885323847
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885331185
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885341271
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885352696
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1334885355480
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1334885357807
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334885363207
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.RunLast",1334885363757
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885364345
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885367500
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334885370935
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.RunLast",1334885371757
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885372579
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885378711
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334885391616
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.RunLast",1334885392087
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885392113
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885392781
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885393498
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885395590
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334885397599
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.RunLast",1334885398086
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885398117
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885398678
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885399232
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885401325
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334885403659
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.RunLast",1334885404126
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885404711
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885408195
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334885413209
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.RunLast",1334885413736
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885414587
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885421802
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334885453614
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.RunLast",1334885454048
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885454072
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885454761
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885455343
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885457389
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334885459575
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.RunLast",1334885460045
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885460071
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885460591
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885461199
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885462502
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334885463806
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.RunLast",1334885464554
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885465134
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885467409
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334885469764
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.RunLast",1334885470452
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885470878
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885473560
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334885481258
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.RunLast",1334885481795
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885482305
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885485076
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334885491935
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.RunLast",1334885492478
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885493311
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885500916
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334885504492
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.RunLast",1334885505004
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885505591
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885507841
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334885509884
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.RunLast",1334885510588
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885511107
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885513058
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334885519061
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.RunLast",1334885519700
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885520168
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885522588
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334885524065
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.RunLast",1334885524537
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885525033
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885527559
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334885534161
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.RunLast",1334885534789
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885535335
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885540392
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334885549294
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1334885550405
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334885556798
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334885562994
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1334885570089
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1334885577512
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334885585472
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334885587565
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334885593914
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334885598447
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1334885641208
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1334885643254
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334885649667
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334885651061
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334885653259
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334885666889
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1334885669978
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1334885671987
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334885672505
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334885686476
